OBJECTID,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Shape_STArea__,Shape_STLength__,Zone_Desc
63038,RH-2000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood RH-2000,2,0,0,Row House Residential
63039,3F-2000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood 3F-2000,2,0,0,Three-Family Residential
63040,OS-G,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-CG,,0,0,Community Garden Open Space
63041,MFR,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood MFR,1,0,0,Multifamily Residential
63042,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-RC,,0,0,Recreation Open Space
63043,NS,Charlestown Neighborhood,2E,62,Business,Charlestown Neighborhood NS,2,0,0,Neighborhood Shopping
63044,NS,Charlestown Neighborhood,2E,62,Business,Charlestown Neighborhood NS,2,0,0,Neighborhood Shopping
63045,LC,Charlestown Neighborhood,2E,62,Business,Charlestown Neighborhood LC,2,0,0,Local Convenience
63046,LC,Charlestown Neighborhood,2E,62,Business,Charlestown Neighborhood LC,2,0,0,Local Convenience
63047,LI,Charlestown Neighborhood,2E,62,Industrial,Charlestown Neighborhood LI,2,0,0,Local Industrial
63048,3F-2000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood 3F-2000,2,0,0,Three-Family Residential
63049,3F-2000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood 3F-2000,2,0,0,Three-Family Residential
63050,OS-CM,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-CM,,0,0,Cemetery Open Space
63051,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-RC,,0,0,Recreation Open Space
63052,3F-3000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood 3F-3000,2,0,0,Three-Family Residential
63053,RH-2000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood RH-2000,2,0,0,Row House Residential
63054,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-RC,,0,0,Recreation Open Space
63055,2F-3000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood 2F-3000,1.5,0,0,Two-Family Residential
63056,RH-1500,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood RH-1500,2,0,0,Row House Residential
63057,RH-1500,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood RH-1500,2,0,0,Row House Residential
63058,RH-1500,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood RH-1500,2,0,0,Row House Residential
63059,NS,Charlestown Neighborhood,2E,62,Business,Charlestown Neighborhood NS,2,0,0,Neighborhood Shopping
63060,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-RC,,0,0,Recreation Open Space
63061,RH-1500,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood RH-1500,2,0,0,Row House Residential
63062,RH-1500,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood RH-1500,2,0,0,Row House Residential
63063,NS,Charlestown Neighborhood,2E,62,Business,Charlestown Neighborhood NS,2,0,0,Neighborhood Shopping
63064,LI,Charlestown Neighborhood,2E,62,Industrial,Charlestown Neighborhood LI,2,0,0,Local Industrial
63065,OS-RC,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-RC,,0,0,Recreation Open Space
63066,MFR,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood MFR,1,0,0,Multifamily Residential
63067,3F-2000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood 3F-2000,2,0,0,Three-Family Residential
63068,OS-CM,Charlestown Neighborhood,2E,62,Open Space,Charlestown Neighborhood OS-CM,,0,0,Cemetery Open Space
63069,CF,Charlestown Neighborhood,2E,62,Comm/Instit,Charlestown Neighborhood CF,2,0,0,Community Facilities
63070,3F-2000,Charlestown Neighborhood,2E,62,Residential,Charlestown Neighborhood 3F-2000,2,0,0,Three-Family Residential
63071,LI,Charlestown Neighborhood,2E,62,Industrial,Charlestown Neighborhood LI,2,0,0,Local Industrial
63072,LEATHER DISTRICT,Leather District,1C/1G/1N,44,Mixed Use,Leather District LEATHER DISTRICT,8,0,0,Leather District
63073,GENERAL AREA,South Station Economic Development Area,1C/1G/1N,40,Mixed Use,South Station Economic Development Area GENERAL AREA,12,0,0,General Area
63074,GENERAL AREA,South Station Economic Development Area,1C/1G/1N,40,Mixed Use,South Station Economic Development Area GENERAL AREA,12,0,0,General Area
63075,PARCEL-TO-PARCEL LINKAGE DEVELOPMENT AREA,South Station Economic Development Area,1C/1G/1N,40,Mixed Use,South Station Economic Development Area PARCEL-TO-PARCEL LINKAGE DEVELOPMENT AREA,14,0,0,Parcel-to-Parcel Linkage Development Area
63076,NEW ECONOMY DEVELOPMENT AREA,South Station Economic Development Area,1C/1G/1N,40,Mixed Use,South Station Economic Development Area NEW ECONOMY DEVELOPMENT AREA,14,0,0,Economic Development Area
63077,SOUTH STATION AIR-RIGHTS DEVELOPMENT SUB-AREA,South Station Economic Development Area,1C/1G/1N,40,Mixed Use,South Station Economic Development Area SOUTH STATION AIR-RIGHTS DEVELOPMENT SUB-AREA,,0,0,South Station Air-Rights Development Sub-Area
63078,NORTH END LOCAL BUSINESS SUBDISTRICT,Harborpark: North End Waterfront,1E-1F,42A,Business,Harborpark: North End Waterfront NORTH END LOCAL BUSINESS SUBDISTRICT,2,0,0,Local Business
63079,DOWNTOWN WATERFRONT SUBDISTRICT,Harborpark: North End Waterfront,1E-1F,42A,Mixed Use,Harborpark: North End Waterfront DOWNTOWN WATERFRONT SUBDISTRICT,4,0,0,Waterfront
63080,OS-P,Harborpark: North End Waterfront,1E-1F,42A,Open Space,Harborpark: North End Waterfront OS-P,,0,0,Parkland Open Space
63081,NORTH END WATERFRONT SUBDISTRICT,Harborpark: North End Waterfront,1E-1F,42A,Mixed Use,Harborpark: North End Waterfront NORTH END WATERFRONT SUBDISTRICT,2,0,0,Waterfront
63082,NORTH END PLAYGROUND RECREATION OPEN SPACE SUBDISTRICT,Harborpark: North End Waterfront,1E-1F,42A,Open Space,Harborpark: North End Waterfront NORTH END PLAYGROUND RECREATION OPEN SPACE SUBDISTRICT,,0,0,Recreation Open Space
63083,NORTH GROVE STREET RESTRICTED GROWTH AREA,Cambridge Street North,1B/1J/1K/1L,47A,Mixed Use,Cambridge Street North NORTH GROVE STREET RESTRICTED GROWTH AREA,4,0,0,Restricted Growth Area
63084,CHARLES STREET JAIL NORTH MEDIUM DENSITY AREA,Cambridge Street North,1B/1J/1K/1L,47A,Mixed Use,Cambridge Street North CHARLES STREET JAIL NORTH MEDIUM DENSITY AREA,5,0,0,Medium Density Area
63085,CAMBRIDGE STREET JAIL SOUTH PROTECTION AREA,Cambridge Street North,1B/1J/1K/1L,47A,Mixed Use,Cambridge Street North CAMBRIDGE STREET JAIL SOUTH PROTECTION AREA,5,0,0,Protection Area
63086,CAMBRIDGE STREET NORTH SIDE PROTECTION AREA,Cambridge Street North,1B/1J/1K/1L,47A,Mixed Use,Cambridge Street North CAMBRIDGE STREET NORTH SIDE PROTECTION AREA,5,0,0,Protection Area
63087,BLOSSOM STREET RESTRICTED GROWTH AREA,Cambridge Street North,1B/1J/1K/1L,47A,Mixed Use,Cambridge Street North BLOSSOM STREET RESTRICTED GROWTH AREA,6,0,0,Restricted Growth Area
63088,B-10,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-10,10,0,0,General Business
63089,B-8,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-8,8,0,0,General Business
63090,B-10,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-10,10,0,0,General Business
63091,M-4,Boston Proper,1,Underlying Zoning,Industrial,Boston Proper M-4,4,0,0,Restricted Manufacturing
63092,MYSTIC RIVER WATERFRONT MANUFACTURING,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Harborpark: Charlestown Waterfront MYSTIC RIVER WATERFRONT MANUFACTURING,2,0,0,Waterfront Manufacturing
63093,J.J. RYAN PLAYGROUND RECREATION OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Harborpark: Charlestown Waterfront J.J. RYAN PLAYGROUND RECREATION OPEN SPACE,,0,0,Recreation Open Space
63094,CHARLESTOWN GENERAL INDUSTRIAL,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Harborpark: Charlestown Waterfront CHARLESTOWN GENERAL INDUSTRIAL,2,0,0,General Industrial
63095,TERMINAL STREET WATERFRONT MANUFACTURING,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Harborpark: Charlestown Waterfront TERMINAL STREET WATERFRONT MANUFACTURING,2,0,0,Waterfront Manufacturing
63096,LITTLE MYSTIC WATERFRONT SERVICE,Harborpark: Charlestown Waterfront,2B/2C,42B,Business,Harborpark: Charlestown Waterfront LITTLE MYSTIC WATERFRONT SERVICE,1,0,0,Waterfront Service
63097,LITTLE MYSTIC WATERFRONT RESIDENTIAL,Harborpark: Charlestown Waterfront,2B/2C,42B,Residential,Harborpark: Charlestown Waterfront LITTLE MYSTIC WATERFRONT RESIDENTIAL,1,0,0,Waterfront Residential
63098,LITTLE MYSTIC WATERFRONT ACCESS OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Harborpark: Charlestown Waterfront LITTLE MYSTIC WATERFRONT ACCESS OPEN SPACE,,0,0,Waterfront Access Open Space
63099,WILLIAM J. BARRY PLAYGROUND RECREATION OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Harborpark: Charlestown Waterfront WILLIAM J. BARRY PLAYGROUND RECREATION OPEN SPACE,,0,0,Recreation Open Space
63100,CHARLESTOWN GATEWAY SUBDISTRICT,Harborpark: Charlestown Waterfront,2B/2C,42B,Business,Harborpark: Charlestown Waterfront CHARLESTOWN GATEWAY SUBDISTRICT,3,0,0,Charlestown Gateway
63101,CHARLESTOWN NAVY YARD SUBDISTRICT,Harborpark: Charlestown Waterfront,2B/2C,42B,Mixed Use,Harborpark: Charlestown Waterfront CHARLESTOWN NAVY YARD SUBDISTRICT,,0,0,Charlestown Navy Yard
63102,PAUL REVERE LANDING PARKLAND OPEN SPACE,Harborpark: Charlestown Waterfront,2B/2C,42B,Open Space,Harborpark: Charlestown Waterfront PAUL REVERE LANDING PARKLAND OPEN SPACE,,0,0,Parkland Open Space
63103,CHARLESTOWN MARITIME ECONOMY RESERVE,Harborpark: Charlestown Waterfront,2B/2C,42B,Industrial,Harborpark: Charlestown Waterfront CHARLESTOWN MARITIME ECONOMY RESERVE,2,0,0,Maritime Economy Reserve
63104,HISTORIC CHINATOWN PROTECTION AREA,Chinatown,1C/1G/1N,43,Mixed Use,Chinatown HISTORIC CHINATOWN PROTECTION AREA,7,0,0,Protection Area
63105,TYLER STREET SPECIAL STUDY AREA,Chinatown,1C/1G/1N,43,Mixed Use,Chinatown TYLER STREET SPECIAL STUDY AREA,8,0,0,Special Study Area
63106,TURNPIKE AIR-RIGHTS SPECIAL STUDY AREA,Chinatown,1C/1G/1N,43,Mixed Use,Chinatown TURNPIKE AIR-RIGHTS SPECIAL STUDY AREA,7,0,0,Turnpike Air-Rights Special Study Area
63107,OS-RC,Chinatown,1C/1G/1N,43,Open Space,Chinatown OS-RC,,0,0,Recreation Open Space
63108,INSTITUTIONAL,Chinatown,1C/1G/1N,43,Comm/Instit,Chinatown INSTITUTIONAL,8,0,0,Institutional
63109,LIBERTY TREE PROTECTION AREA,Chinatown,1C/1G/1N,43,Mixed Use,Chinatown LIBERTY TREE PROTECTION AREA,7,0,0,Protection Area
63110,CHINATOWN GATEWAY SPECIAL STUDY AREA,Chinatown,1C/1G/1N,43,Mixed Use,Chinatown CHINATOWN GATEWAY SPECIAL STUDY AREA,7,0,0,Special Study Area
63111,RESIDENTIAL CHINATOWN,Chinatown,1C/1G/1N,43,Residential,Chinatown RESIDENTIAL CHINATOWN,6,0,0,Residential
63112,OS-UP,Chinatown,1C/1G/1N,43,Open Space,Chinatown OS-UP,,0,0,Urban Plaza Open Space
63113,OS-RC,Chinatown,1C/1G/1N,43,Open Space,Chinatown OS-RC,,0,0,Recreation Open Space
63114,COMMERCIAL CHINATOWN,Chinatown,1C/1G/1N,43,Mixed Use,Chinatown COMMERCIAL CHINATOWN,7,0,0,Commercial
63115,BEACH/KNAPP PROTECTION AREA,Chinatown,1C/1G/1N,43,Mixed Use,Chinatown BEACH/KNAPP PROTECTION AREA,7,0,0,Protection Area
63116,GENERAL AREA,Bulfinch Triangle,1B/1J/1K/1L,46,Mixed Use,Bulfinch Triangle GENERAL AREA,8,0,0,General Area
63117,GENERAL AREA,Bulfinch Triangle,1B/1J/1K/1L,46,Mixed Use,Bulfinch Triangle GENERAL AREA,8,0,0,General Area
63118,NDA,South End Neighborhood,1P,64,Mixed Use,South End Neighborhood NDA,3,0,0,Neighborhood Development Area
63119,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63120,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63121,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63122,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63123,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63124,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63125,EDA SOUTH,South End Neighborhood,1P,64,Miscellaneous,South End Neighborhood EDA SOUTH,4,0,0,Economic Development Area
63126,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63127,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63128,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63129,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63130,EDA NORTH,South End Neighborhood,1P,64,Miscellaneous,South End Neighborhood EDA NORTH,4,0,0,Economic Development Area
63131,BIO SQUARE EDA,South End Neighborhood,1P,64,Mixed Use,South End Neighborhood BIO SQUARE EDA,4,0,0,Economic Development Area
63132,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63133,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63134,NDA,South End Neighborhood,1P,64,Mixed Use,South End Neighborhood NDA,3,0,0,Neighborhood Development Area
63135,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63136,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63137,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63138,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63139,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63140,NDA,South End Neighborhood,1P,64,Mixed Use,South End Neighborhood NDA,3,0,0,Neighborhood Development Area
63141,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63142,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63143,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63144,CF,South End Neighborhood,1P,64,Comm/Instit,South End Neighborhood CF,4,0,0,Community Facilities
63145,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63146,NDA,South End Neighborhood,1P,64,Mixed Use,South End Neighborhood NDA,3,0,0,Neighborhood Development Area
63147,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63148,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63149,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,0,0,Community Garden Open Space
63150,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63151,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63152,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63153,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63154,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63155,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63156,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,0,0,Community Garden Open Space
63157,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63158,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63159,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63160,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63161,CC,South End Neighborhood,1P,64,Business,South End Neighborhood CC,4,0,0,Community Commercial
63162,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63163,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63164,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63165,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63166,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63167,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63168,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63169,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63170,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63171,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63172,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63173,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63174,CC,South End Neighborhood,1P,64,Business,South End Neighborhood CC,4,0,0,Community Commercial
63175,IS,South End Neighborhood,1P,64,Comm/Instit,South End Neighborhood IS,4,0,0,Institutional
63176,MFR/LS,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR/LS,2,0,0,Multifamily Residential/Local Services
63177,CC,South End Neighborhood,1P,64,Business,South End Neighborhood CC,4,0,0,Community Commercial
63178,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63179,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63180,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63181,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63182,MFR,South End Neighborhood,1P,64,Residential,South End Neighborhood MFR,2,0,0,Multifamily Residential
63183,OS-RC,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-RC,,0,0,Recreation Open Space
63184,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63185,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63186,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,0,0,Community Garden Open Space
63187,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,0,0,Community Garden Open Space
63188,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63189,OS-UP,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63190,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63191,OS-G,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-G,,0,0,Community Garden Open Space
63192,OS-CM,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-CM,,0,0,Cemetery Open Space
63193,OS-P,South End Neighborhood,1P,64,Open Space,South End Neighborhood OS-P,,0,0,Parkland Open Space
63194,1,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 1,8,0,0,Central Artery Area
63195,18N,Central Artery Special,1Xa-1Xb,49,Mixed Use,Central Artery Special 18N,,0,0,Central Artery Area
